time_s,ch0_kPa,ch1_kPa,ch2_kPa,ch3_kPa,ch4_kPa,ch5_kPa,ch6_kPa,ch7_kPa
26.35,-0.000708247739688484,-0.0007202721713595851,-0.0001758177843180638,-0.0010396999235483897,-0.002011693265657933,-0.0011614161999329029,-0.003956893478341983,-0.0008352163252951537
26.4,-0.0006832741083023715,-0.0008261299712233685,0.00021004781629045436,-0.0011410447298684941,-0.0017779487851870238,-0.0006279603612951968,-0.0039633914785197075,-0.0008341494647948201
26.45,-0.0009278900337107101,-0.0010049307009231535,0.0003842338566406218,-0.001231098238393622,-0.001552526049414813,-0.00010865141639652886,-0.0037060719574145517,-0.0007066816925093198
26.5,-0.0014161265552265561,-0.001267680870386735,0.00030589729735072224,-0.0012799875747243556,-0.0015437880508174097,0.00015875353995266947,-0.003591865962915847,-0.0004788907827953473
26.55,-0.0019433217681955855,-0.0015750665775996707,7.271305519184295e-05,-0.0013083491688325537,-0.001824504608968008,4.5581977793956333e-05,-0.004036347518455363,-0.00023372575146048645
26.6,-0.0022575929487713303,-0.0018459471622630757,-0.00013322603823924463,-0.001330565151148755,-0.0022875689465193774,-0.0004009007955540607,-0.005163656468208739,-7.886780779329165e-05
26.65,-0.0022252141629671785,-0.0019847192847720295,-0.000150996249925585,-0.0013011853652444628,-0.002716037108103754,-0.0009796293215867137,-0.006674520473607629,-8.867915564038019e-05
26.7,-0.0019093645437300434,-0.001921173304030769,6.185242445165112e-05,-0.001138758968838439,-0.002920936089329273,-0.0014394359674755005,-0.007984021031539721,-0.0002588272529006593
26.75,-0.0015132379521187215,-0.0016520125867641614,0.0003985592282626225,-0.0008210289655264732,-0.002855458617131465,-0.0016067711204211395,-0.008544735221353194,-0.0005073968792773742
26.8,-0.0012437067180743298,-0.0012655140861013313,0.0006591005735118743,-0.00046310773763537296,-0.0026327650391892218,-0.0014657477410353283,-0.008149342122080704,-0.0007256569010147489
26.85,-0.00120278963846606,-0.0009270888544624724,0.0006609023458134777,-0.0002885629814045236,-0.002442310945468025,-0.0011497239503345726,-0.0070290784556171805,-0.0008468011918187534
26.9,-0.0013746701287153384,-0.0008161961674062817,0.0003393488754473694,-0.000490699155069861,-0.0024275976519800187,-0.0008573691741199574,-0.005703433373647365,-0.0008869816153380766
26.95,-0.0016888820368010284,-0.0010356052160678281,-0.0002197446168939813,-0.0010825824083522564,-0.002608730582523678,-0.0007470481831859873,-0.004689725448400609,-0.0009301053386441135
27.0,-0.0020846020290427388,-0.0015432056538149338,-0.0008309784097641473,-0.0018580065475280352,-0.00289402228629946,-0.0008679896369393259,-0.004250304570086754,-0.0010649102623462394
27.05,-0.0025200428413976435,-0.002156467505515235,-0.001308569157089406,-0.002505661486703526,-0.003157922239910712,-0.0011575710826139279,-0.004309913002851117,-0.0013152818154562075
27.1,-0.0029374522246489376,-0.002639875388398731,-0.0015532073270483667,-0.002798789296712682,-0.0033190937985180294,-0.0014935958016699864,-0.0045616201527636825,-0.0016114000898745512
27.15,-0.0032411433744425305,-0.00282929153563116,-0.0015798037802708766,-0.0027217929804000496,-0.003363723221688371,-0.0017635271618973117,-0.0046745079393584665,-0.0018252275959546895
27.2,-0.0033304416007091868,-0.002716887594720888,-0.0014811857336187615,-0.0024444765077292234,-0.0033120386498010036,-0.0019115938829973188,-0.004476441499048598,-0.001852961791068398
27.25,-0.003169884298272815,-0.0024430500696525155,-0.0013626689201080807,-0.0021740190185863912,-0.003174096996773415,-0.0019452178505525084,-0.004019020122112928,-0.0016939371080155698
27.3,-0.0028342419882938187,-0.002203472457959351,-0.0012938115035551485,-0.0020075284813093437,-0.0029431929173117082,-0.001909252160031612,-0.0035075522902847994,-0.0014717038955210913
27.35,-0.0024791340734581406,-0.0021346455640111057,-0.001301952421575893,-0.001900075036426105,-0.0026315646502487523,-0.0018536175679492604,-0.003152075387611109,-0.0013746121685187795
27.4,-0.0022485043875714117,-0.0022490070884035717,-0.001396778169038674,-0.0017630541679269334,-0.0023049992442516353,-0.0018177057105956977,-0.0030317986666664287,-0.0015445523121454866
27.45,-0.002185220745124005,-0.002450312950950372,-0.0015937675242403088,-0.001598326353674914,-0.0020673947669259526,-0.0018359889724174226,-0.0030513608362015498,-0.001981996347458771
27.5,-0.002213260709109177,-0.002605630302980735,-0.001911448347626833,-0.0015438114907686399,-0.0019920711548333885,-0.0019477171855936063,-0.003011517491127647,-0.0025335037919667572
27.55,-0.0022070578192462365,-0.002622666627767423,-0.002344292042138627,-0.0017798318344521987,-0.002053255750034294,-0.0021871216606337966,-0.002747287143536857,-0.00297855617936776
27.6,-0.0020976813920819187,-0.0024920402207262876,-0.0028365045936484083,-0.002363030308165142,-0.002123755697435268,-0.0025476278614051683,-0.0022419749265096068,-0.003164158672678704
27.65,-0.001937080422583186,-0.002284079493538123,-0.0032835145263053387,-0.0031218575819555623,-0.0020552327378574177,-0.0029437669543788026,-0.0016369392435462138,-0.0030963680902802502
27.7,-0.0018707817266006362,-0.0021120381817069742,-0.0035679492790526303,-0.0037101251643115,-0.001785244153846679,-0.003212317131834199,-0.0011249317738181754,-0.002922039784200631
27.75,-0.002034026441249316,-0.002079308149904382,-0.0036121439840941364,-0.0038004175692155522,-0.0013852648816297883,-0.0031780122605198405,-0.0007994694125198717,-0.0028113588340976286
27.8,-0.0024410409454926575,-0.002227665537880204,-0.0034180164175816275,-0.003293703509113603,-0.001007595448638257,-0.002762166963065352,-0.0005732575430831331,-0.002827770643545175
27.85,-0.0029455005690170776,-0.0025068845691889143,-0.003073243528935618,-0.0024035558964553396,-0.0007722856736814632,-0.002067247094210791,-0.00023692887075577092,-0.0028861679969729047
27.9,-0.0033069153985553564,-0.0027873994034915694,-0.002721564892493876,-0.0015549349861846027,-0.0006858910753715198,-0.0013670546063248993,0.00037397675274369077,-0.0028352895410169747
27.95,-0.003329705677398615,-0.0029226909349256,-0.0025114506218260556,-0.0011585651284889162,-0.0006563592094343321,-0.0009849636885278462,0.0012262911897165676,-0.002602014287444661
